document_id,Review text,Sentiment
1473,"as rachel , the horror story's lead , emily bergl gives one of the least scary performances in recent memory , but it isn't exactly her fault .",negative
1474,"the director asks for little from his actors , which is precisely what he gets .",negative
1475,"sporadically in this lame and lifeless movie , rachel will cause school lockers and windows to fly open , but generally she just mopes around looking like a victim .",negative
1476,her fellow students delight in tormenting her .,negative
1477,"of course , she will get her revenge in the obligatory ending bloodbath in which she will decapitate and castrate the boys and crush the girls with burning timbers .",negative
1478,"as the movie marks time until its big finale , it throws in some repugnant scenes , hoping to turn audience's stomachs .",negative
1479,"rachel's girlfriend commits a horrible and realistic suicide after the boy who made "" love "" to her the night before spurns her .",negative
1480,"( he gets major points in his black book for this , but his buddies say he would have gotten more if he had had sex with her after her death . )",negative
1481,"even a helpless puppy is run over , and we see his poor , little body flipping over and over under a truck .",negative
1482,the teenagers in the movie are completely blas ? about it all .,negative
1483,""" doesn't it offend you that some girl offed herself yesterday , "" asks one of the few kids with a conscience .",negative
1484,""" why ? """,negative
1485,responds his nonplussed girlfriend .,negative
1486,""" she wasn't anybody . """,negative
1487,"remarkably devoid of any energy , especially for a horror flick , the movie makes one yearn for a fast forward button on the theater's armrest .",negative
1488,"with material this bad , the film's only hope is to go for parody , but it isn't smart enough to realize it .",negative
1489,even the mandatory epilogue is as pointless and predictable as the rest of the movie .,negative
1490,the rage : carrie 2 runs 1 : 45 .,negative
1491,"it is rated r for graphic violence , teen alcohol abuse , sex , nudity and profanity and would be acceptable only for older teenagers .",negative
1492,"man , this was one wierd movie .",negative
1493,similar to conspiracy theory in that it couldn't decide which genre it is .,negative
1494,"the first hour is your standard stock aliens clone , which nicely created an eerie atmosphere about the ship .",negative
1495,the last half hour ?,negative
1496,"this was when the makers blew the script out the airlock and just decided - "" screw it , let's just kill everybody "" .",negative
1497,from then on - forget sci-fi . . . this,negative
1498,movie becomes 100% horror .,negative
1499,what really dissappointed me about this movie was that it tried to scare you in entirely the wrong way .,negative
1500,"instead of using clever tricks or trying to build up to a scare - this movie just uses loud noises , sudden camera shifts and short quick bursts of gore . . . . . yawn . . . . everyone's",negative
1501,seen it all before and knows when to expect it .,negative
1502,the one thing that was done well was the lead up to finding out about what happened to the previous crew .,negative
1503,"there are skeletons lying around mangled and mashed , but what did this ?",negative
1504,then finally after being painfully restored - the new crew views the video .,negative
1505,"the acting isn't too bad at all . . . . . considering what the actors had to work with anyway , as there is no complex or interesting dialogue to speak of .",negative
1506,"there was some very nice camerawork in certain sequences though , like when the hull near the bridge of the event horizon is breached and the camera pans back to follow specific objects as they bounce across the deck and are sucked out into space .",negative
1507,this movie could have been so much better .,negative
1508,it had a good experienced cast who deserved more to work with .,negative
1509,there was just nothing new here that any of us haven't seen before in aliens or hellraiser .,negative
1510,"the king and i , a warner brothers animated , musical feature , recycles the classic story of a woman who challenges the heart of a king , with obvious results .",negative
1511,"when anna ( miranda richardson ) , a british schoolteacher , travels to saim to educate the king's ( martin vidnovic ) children , she learns that the king is treating his people unfairly , and must say something to the greedy ruler .",negative
1512,"meanwhile , the king's prime minister ( ian richardson ) , the stereotypical villain , plots to overthrow the king , taking the throne .",negative
1513,"the last , and most predictable , main subplot deals with the king's son ( allen d . hong ) , and his love for a servant , tuptim ( armi arabe ) , and how he conflicts with his feelings , and the ancient laws of saim .",negative
1514,"not even the lone strong character of anna can save the unbelievably horrible waste of talent , as the king and i's problems could fill the blank pages of a journal .",negative
1515,"i will only note the major difficulties , for it would take pages to elaborate on every detail .",negative
1516,"the screenplay , written by arthur rankin , peter bakalian , jacqeline feather , and david seidler , which is based upon the play written by richard rodgers and oscar hammerstein , has some of the worst dialogue written in a film within recent memory , as every time the obnoxious king would shout , "" etc , etc , etc , "" i would cringe .",negative
1517,literally .,negative
1518,"speaking of cringing- i did quite a bit of this during the rather short film , which is a classic display of terrible filmmaking .",negative
1519,"besides the repetitive dialogue from the king , on the whole , the songs seem out of place , and unlike the lyrics , are unmagical .",negative
1520,"the sole song which is used cleverly is "" getting to know you , "" which is used as anna shows the children the great outdoors , which they have never been exposed to .",negative
1521,"unlike disney animated features , the king and i's songs don't add to the film , and are as uneffective as could be .",negative
1522,"take the following scenario as an example , as the sheer horror of the king and i's music is at its worst .",negative
1523,you're being hunted by a dragon !,negative
1524,what do you do ! ?,negative
1525,sing a happy song !,negative
1526,martin vidnovic voices the king without effort or emotion- you hear the saying two negatives don't make a positive ?,negative
1527,believe it !,negative
1528,"with the terrible dialogue that the king has , along with his awful voice track , the king is completely unbelievable , only shows mild signs of any personality , and the only thing that changes in the king is that he says "" etc . , etc . , etc . , "" more and more as the film progresses .",negative
1529,"no personality at the beginning of the movie , none at the end .",negative
1530,and where does this character's personality change ?,negative
1531,"hey , i thought anna was supposed to change him !",negative
1532,isn't that the whole plot ?,negative
1533,the prime minister's hideous sidekick ( darrell hammond ) brings his share of cringes as well - oh no !,negative
1534,another one of his teeth fell out !,negative
1535,hardy-har-har !,negative
1536,"he is supposed to bring laughs for the kidlets , but even at age five i would have cringed while watching him .",negative
1537,"by the way this review is going , you may think the reasoning for my hate for this film is due to not liking animated films- hence why i hate this movie , because the king and i is a disgrace to animation .",negative
1538,"animated films , such as 1994's the lion king and 1998's the prince of egypt , are among my favorite movies of all time .",negative
1539,"the animation team does design their share of well animated settings , so this makes it easier to take my mind off of the annoying king , until i realize that day and night switch back in fourth within seconds .",negative
1540,"i have not read the play , or seen the oscar winning , 1956 film adaption , but from what i can tell , the screenplay for the 1999 version completely butchers the play , for the king and i is never magical , nor interesting .",negative
1541,"if it wasn't for miranda richardson , who voices anna with feeling , the king and i could earn the title , "" worst movie of the decade . """,negative
1542,"instead , the king and i will just go down as among the year's worst .",negative
1543,the bottom line- avoid this movie at all costs .,negative
1544,"not even young children , the target audience in this film , will enjoy it .",negative
1545,not the slightest bit .,negative
1546,synopsis : cro-magnon ayla loses her mother to an earthquake and escapes certain death by a lion .,negative
1547,"reluctantly rescued by a neanderthal clan who likes to have sex doggy-style , ayla grows up to become a blond , feminist supermodel who challenges the neanderthal patriarchy by throwing rocks and giving birth without a mate .",negative
1548,comments : allow me to state for the record that i find daryl hannah an appealing presence in movies .,negative
1549,she proved quite charming as the intelligent astronomer in the romantic comedy roxanne and equally creepy as pris in the sci-fi classic blade runner .,negative
1550,the clan of the cave bear clearly tries to capitalize on hannah as a selling point : the poster art bears a striking closeup of hannah in tribal paint and the video box prominently features her name in lettering the same size as the title .,negative
1551,"not even her starring role in this turkey , unfortunately , can save it from being an unbelievable exercise in cheese .",negative
1552,"it's so uniquely bad ( a film dealing with prehistoric man that actually tries , and miserably fails , to be serious ) that it's oddly fascinating .",negative
1553,"the ridiculous attempt at drama here leaves the audience somehow transfixed , wanting to see how this dud plays out .",negative
1554,the clan of the cave bear is based upon a popular novel by jean m . auel .,negative
1555,"to this day , the book possesses a loyal cult following .",negative
1556,i remember a dear friend of mine had a dog-eared copy of the novel she had read as a child with all the so-called dirty parts blacked out with marker by her grandmother .,negative
1557,"i have never read this book , but i sure hope it's 10 , 000 times better than its film adaptation .",negative
1558,"if not , then i'm at a complete loss to explain its popularity .",negative
1559,the clan of the cave bear immediately opens with a comically absurd scene .,negative
1560,"a young ayla , looking much like drew barrymore in e . t . ,",negative
1561,tramps about in the woods .,negative
1562,"with her cute little ponytails and fur wrapped about her , the audience's expectations of a convincing portrayal of prehistory are immediately shattered .",negative
1563,"what follows is a laughably choreographed sequence in which an earthquake swallows up ayla's mother ( a blonde with fur pants . . . er ,",negative
1564,leggings ) .,negative
1565,"tearful ayla looks on as the cameraman shakes the camera . . . well ,",negative
1566,as the earthquake slowly recedes .,negative
1567,"a hungry lion becomes interested in her for lunch , but the screaming six-year-old manages to outrun the king of the wild and find a safe haven .",negative
1568,i won't detail the story any further ; this seems enough to illustrate my point .,negative
1569,this movie is really stupid .,negative
1570,it never even gives the audience a chance to suspend their disbelief .,negative
1571,"also , the obvious comparison between the appearance of cro-magnon man in prehistory and the rise of feminism in our century is about as subtle as burning a wonderbra in front of charlton heston .",negative
1572,the movie doesn't just suggest this message ; it whacks the message into the audience with a two-by-four .,negative
1573,"a blond , gorgeous woman challenges the social laws of a bunch of people in gaudy brown wigs .",negative
1574,"she's of the "" new people "" ; they're of the "" old people "" with "" the memories . """,negative
1575,yep .,negative
1576,we get it .,negative
1577,we get it .,negative
1578,"the clan of the cave bear apparently received an academy award nomination for best make-up , which surprises me .",negative
1579,"the movie depends upon a lot of make-up obviously , but much of it is unconvincing .",negative
1580,"as stated before , daryl hannah is daryl hannah here ; she looks like she just stepped out of the shower all the time .",negative
1581,the rest of the characters have dark make-up of some sort smeared over them to look like dirt .,negative
1582,the face-painting that's occasionally seen is perhaps the only notable work here in my mind .,negative
1583,this movie also suffers from its new age trappings .,negative
1584,"maybe the music sounded a lot more fresh or original during 1985 , but now it sounds dated and cliched , like poorly conceived elevator music .",negative
1585,"add to this the film's faux-mysticism , including spirit animals and dream visions , and a narrator who sounds like a psychic you'd expect to hear on a 1-900 number , and you get a movie that has serious problems being serious .",negative
1586,"the clan of the cave bear is rated r , though it's probably one of the most inoffensive offensive films i've seen in quite a while .",negative
1587,it contains several scenes of sex sans nudity .,negative
1588,the violence mostly consists of hunting scenes .,negative
1589,the funniest moment of the movie occurs when a neanderthal in love with ayla attempts to rescue her from a ferocious bear .,negative
1590,the bear bites his head off and the audience sees it rolling about .,negative
1591,"although this may sound gratuitous , i'm sure , it's so cheesy that it probably won't bother most people .",negative
1592,the clan of the cave bear is a bad movie .,negative
1593,"however , as i wrote at the beginning of this review , it does have the distinction of originality .",negative
1594,"typically when i think of bottom-of-the-barrel films dealing with early man , fantasy movies involving dinosaurs ( who did not exist at the same time as man ) and raquel welch come to mind .",negative
1595,"the clan of the cave bear tries so hard to be serious that , though it's so bad , the audience is still interested by the unique setting and characters of the movie ( which is why i awarded this turkey two stars ) .",negative
1596,"i have to think that fans of the book would be disappointed with this film version ; however , i'm only basing this observation on the fact that the book is almost invariably better than the movie .",negative
1597,i shudder to think that it could be otherwise . . .,negative
1598,salaries of hollywood top actors are getting obscenely large these days and many find this to be the main reason for skyrocketing movie budgets .,negative
1599,"actors who demand such salaries might be greedy , but in some instances they are quite justified , because many films would never be watched or even made without their participation .",negative
1600,"proof for that can be found even in the realm of low-budget movies , and one fine example is breakaway , 1995 thriller directed by sean dash and starring ( in ) famous figure skater tonya harding .",negative
1601,"face of tonya harding is most prominently featured on movie's poster , but the main star of the film is terri thompson who plays myra , attractive woman who works as a courier for gangster .",negative
1602,"one day she decides to retire , but her employers are anything but enthusiastic about that .",negative
1603,"realising that her life suddenly became worthless , myra starts running for her life , followed by professional assassins .",negative
1604,terri thompson being the actual star of the film instead of tonya harding becomes quite understandable after the scenes that feature former figure skater .,negative
1605,"although tonya harding displays convincing martial arts abilities , her acting leaves much to be desired .",negative
1606,"on the other hand , her disappointing efforts are hardly out of place in the film that lacks originality , believable characters and situations and actually represents anything that gave b-films a bad name .",negative
1607,"martin sheen's brother joe estevez , whose character looks like he had entered from another movies' set , is the only bright spot of breakaway .",negative
1608,"unfortunately , he appears in this film too little too late to prevent viewers from realising why tonya harding's silver screen debut proved to be her last film .",negative
1609,"movies like six days , seven nights make me mad because talented people like harrison ford , anne heche , and ivan reitman put a lot of hard work in to a script worth about ten cents . ?",negative
1610,"the script was written by michael browning , and he decided that , instead of thinking up new ideas , he'd rehash a lot of cliches , omit even the slightest bit of character development , and then throw in drug-dealing pirates to provide for a few high-level action sequences and explosions . ?",negative
1611,"there are good scripts out there that high-profile actors can make ( see the truman show , for instance ) . ?",negative
1612,"six days , seven nights is simply a waste .",negative
1613,let's see .,negative
1614,.,negative
1615,.,negative
1616,we have to get harrison ford and anne heche alone on an island . ?,negative
1617,"so , how do we do that ? ?",negative
1618,"well , we'll make her a feisty magazine editor , and we'll make him a crusty old pilot . ?",negative
1619,"but wait , she has to have a fianc ? e ; that can be david schwimmer . ?",negative
1620,"but wait , if she has a fianc ? e , how will she and harrison ford crash on the island alone ? ?",negative
1621,i know ! ?,negative
1622,"they'll get to their vacation spot , and then she'll get called back ! ?",negative
1623,yessssss ! ?,negative
1624,"so , they'll crash on the island , and that will be funny for about five minutes . ?",negative
1625,shucks .,negative
1626,"oh , i've got it ! ?",negative
1627,"we'll throw in a distracting subplot in which her fianc ? e has sex with a really attractive woman who acts like a bimbo , and then he can feel guilty . ?",negative
1628,"then , when anne heche kisses harrison ford ( they have to kiss , because otherwise nobody will want to see the movie ) , it will be a vindicated action , because her fianc ? e will already have cheated on her ! ?",negative
1629,"then , for no obvious reason , they'll accidentally run into pirates who try to kill them . ?",negative
1630,"oh , yes ! ?",negative
1631,i feel so good about this story . ?,negative
1632,"instead of using characterization to propel the events , it will be completely random , and yet totally predictable ! ?",negative
1633,imagine that .,negative
1634,"don't get me wrong -- six days , seven nights is not a boring picture ; ford and heche both do a great job . ?",negative
1635,"the sparks fly between them , and so most of browning's inane dialogue is drowned out by the actors' sheer force of talent .",negative
1636,"? almost every scene between them has energy that the performers bring to the screen , and i found myself laughing pretty hard . ?",negative
1637,"schwimmer is also funny , and manages to milk all of his scenes for whatever he can get . ?",negative
1638,"and reitman , who has made some good films , at least tries to make things exciting . ?",negative
1639,"even though the pirate subplot is profoundly dumb , i was prepared to be pleasantly sidetracked by the action sequences .",negative
1640,it's just when i start to think about the story that my contempt for this film surfaces . ?,negative
1641,the picture feels like it's been hacked to pieces -- i wouldn't be surprised if five or six inept subplots have been edited out completely . ?,negative
1642,"the ones that are here are as bad as they come ( i think i let out a very audible groan when they get the first glimpse of the pirate ships ) , and i'd just like to shake the producers by the shoulders and scream , "" why did you pick this awful script ! ? "" ?",negative
1643,"the film is outright stupid , but some of the elements are subtly horrifying . ?",negative
1644,"for instance , take the subplot in which the schwimmer character has sex with the bimbo , and then feels really guilty . ?",negative
1645,"this is a serious problem in real life , but six days , seven nights reduces any chance of complexity to a weak plot device : ? his actions are what makes it okay for heche to kiss ford . ?",negative
1646,"in a script that lacks even a glimpse of intelligent subtlety , i find it odd that such a strangely insulting device ended up in the story .",negative
1647,"this is summer movie season , but that doesn't mean our movies have to be dumb . ?",negative
1648,1998 so far has been one of the worst years in recent memory for summer blockbusters . ?,negative
1649,"when i was in line for six days , seven nights , i heard the woman in front of me ask for "" two tickets to that new harrison ford movie . """,negative
1650,? why didn't she know the name of the film ? ?,negative
1651,i suppose she just didn't care .,negative
1652,? what bothers me even more is that the people who make these big-budget pictures don't realize that their films are becoming parodies of themselves . ?,negative
1653,"good actors should sign to good scripts , and if hollywood insists on making flicks to rake in cash , they least they could do is assume that we'd like to spend our money on a story worth more than ten cents .",negative
1654,"if anything , "" stigmata "" should be taken as a warning against releasing similarly-themed films relatively close to one another .",negative
1655,"of the four supernatural horror flicks released this year , it is clearly the worst .",negative
1656,i suppose i should have seen this coming .,negative
1657,"after all , "" blair witch "" thoroughly creeped me out , "" sixth sense "" was mildly spooky , and then "" stir of echoes "" had its moments , but wasn't anything i'd lose sleep over .",negative
1658,"clearly , the quality of the horror this summer has slowly been dropping .",negative
1659,"is it then any surprise that "" stigmata "" is the dullest , most horribly executed piece of mtv-influenced tripe i have seen in a long while ?",negative
1660,"no , not really .",negative
1661,"patricia arquette plays frankie page , a hairdresser from pittsburgh who receives a rosary as a gift from her globe-trotting mother .",negative
1662,"as it turns out , the rosary belonged to a recently-deceased brazilian priest .",negative
1663,the priest's church had been under investigation by father andrew kiernan ( gabriel byrne ) because of the mysterious appearance of a bleeding statue .,negative
1664,"father kiernan is an investigator who has made a career out of disproving supposed religious signs , but this time he believes there is something to the bleeding statue .",negative
1665,"his investigation is soon called off , however , when the frankie starts exhibiting signs of the stigmata , in which a person is inflicted with wounds like that of jesus christ .",negative
1666,"father kiernan is initially skeptical of frankie' s story , considering she's an atheist , but once he witnesses the stigmata attacks himself , he dedicates himself to finding out what is going on .",negative
1667,"he eventually begins to suspect that his boss , cardinal houseman ( jonathan pryce ) , is concealing something that could bring down the catholic church .",negative
1668,"as it turns out , the dead priest had been working on the translation of a "" fifth gospel "" before they were excommunicated .",negative
1669,the new rupert wainwright music video .,negative
1670,.,negative
1671,.,negative
1672,"i mean film "" stigmata "" is the sort of film that starts off ok and only gets worse .",negative
1673,"indeed , it would have been good if it were a music video , because it's only interesting for about five minutes .",negative
1674,"i'm not sure what wainwright is trying to prove with his endless parade of slow-motion , double-exposure , and extreme close-ups ( whoaaaaaa ! ! ! ! ) , other than the fact that he has the most swelled head of any director in hollywood and , yes , he has been to film school .",negative
1675,"his camera trickery is interesting for a little while , but eventually , it becomes headache-inducing .",negative
1676,"what this film needed is a second audio track to be played over the dialogue ( such as it is ) , with wainwright screaming at the audience , "" see ?",negative
1677,look at what i can do !,negative
1678,"i'm an ex-cellent dir-ect-or . """,negative
1679,"maybe then he'd explain why he decided to start half of his scenes with slow-motion shots of water dripping in reverse , or why he included random superfluous shots as that of an egg frying ( ooh , scary ! ) .",negative
1680,"if there was some underlying meaning behind all this camera trickery , i didn't see it .",negative
1681,"just when you thought it was safe to get involved in the story , here comes a double-exposure shot of two patricia arquettes collapsing into bed for no reason whatsoever .",negative
1682,arrrrrrrghhhh .,negative
1683,.,negative
1684,.,negative
1685,"then again , the superfluous camera trickery wouldn't bother me if "" stigmata "" had a story or characters that were remotely engaging .",negative
1686,"though wainwright's vanity certainly doesn't help , he does seem to have been given a nearly unworkable script .",negative
1687,where are plot continuity and character development when you need them ?,negative
1688,"case in point : frankie page is the character that ( i assume ) we are supposed to identify and sympathize with , but we aren't given any back story on her character , or any reason to like her .",negative
1689,"the extent of her character development seems to be that she is a hard-working hairdresser ( who can somehow afford a cavernous apartment on the top floor of her building ) and she's kind of cute , so let's start the bleeding !",negative
1690,"the fact that she's clearly not the brightest bulb in the drawer doesn't help , either .",negative
1691,"according to frankie page , what is the first thing to do after receiving mysterious wounds on your wrists and back ?",negative
1692,go clubbing !,negative
1693,"sure , that makes sense .",negative
1694,"arquette , byrne , and pryce give it the old college try , but their characters are so one-dimensional that they just appear to be sleepwalking .",negative
1695,"scenes between arquette and byrne that were probably supposed to be sexually charged fall almost embarrassingly flat , because the setup of the romantic subplot is so clumsily handled that it almost reaches the point of becoming laughable .",negative
1696,"even though frankie page's life is falling apart before her very eyes , she still finds the time to hit on a priest who wanders in to her hair salon .",negative
1697,"even more curiously , he seems to be interested in her advances .",negative
1698,father andrew's religious doubt pops up so suddenly that it seems more silly than dramatic .,negative
1699,"as for pryce , he may as well wear a curled mustache and cackle , "" i'll get you , my pretty , "" for all the depth his cardinal houseman is afforded .",negative
1700,"trust me , i'm not revealing anything by telling you pryce turns out to be a villain .",negative
1701,"what's worse , after being faced with dull characters and the prospect of having annoying camera tricks and loud music jammed down our throats , we now have to contend with a story that starts off in one direction , veers off in another , then another , and ends up being totally incomprehensible .",negative
1702,"first of all , the film doesn't even bother to explain what should be very simple plot details . how does frankie get the stigmata merely by touching a rosary ?",negative
1703,"how come an atheist like her was chosen , since father andrew mentions that only very devout believers have ever received stigmata ?",negative
1704,"actually , i'm not sure what frankie was posessed by .",negative
1705,"supposedly , stigmata occurs when one is posessed by the holy spirit , but the film later has her being posessed by the dead priest , and later by some evil spirit ( i think ) .",negative
1706,which one is it ?,negative
1707,"the answer to this question , of course , is very simple : the possessing entity in each scene is determined by whichever effects and flashy camera work mr . wainwright wants to use this time .",negative
1708,"furthermore , the ending is a ridiculously neat little wrap-up , and the filmmakers compound this problem by ultimately turning the film into a diatribe against the catholic church .",negative
1709,"if you do any research at all about the gospel of st . thomas , you'll find that it is not being suppressed by the church ( as the film seems to claim ) , but that it is readily available at your local library .",negative
1710,"there's nothing the catholics need to worry about , though .",negative
1711,""" stigmata's "" religion is so off-base that it can't be confused for anything remotely resembling the real catholic church .",negative
1712,"if they wanted to portray catholic priests as mobsters , they should have gone all-out and equipped them with sharkskin suits and tommy guns , which would have been far more interesting .",negative
1713,"i'm not catholic ; in fact , i don 't care much for the catholic church , but its cartoonish misrepresentation in this film should not be considered realistic by any means .",negative
1714,"it's rare to see a film that fails on as many levels as "" stigmata "" does .",negative
1715,"it' s not thought-provoking , though it would like to be , and it is definitely not scary , though it pretends to be .",negative
1716,"i'm not sure why they tried to pass this off as a horror film , because there is absolutely nothing scary about the story .",negative
1717,maybe it's an attempt to cover up the fact that none of the scenes have any dramatic weight whatsoever .,negative
1718,"the initial shock of seeing arquette covered with blood is dulled by the fact that it happens over , and over , and over .",negative
1719,"like so many films of the mtv generation , this one suffers from overkill .",negative
1720,"so much is overdone in "" stigmata , "" that it eventually has no effect on the audience , leaving us to pick out the film's ( many ) flaws .",negative
1721,i'm also still trying to figure out why the quotation they take from the gospel of st . thomas is so earth-shattering .,negative
1722,"when we finally hear it , the saying sounds like something every five-year-old learns on their first day of sunday school , which means that for all its flash , the whole film is really much ado about nothing .",negative
1723,"the dog days of summer usually produce one monstrous dog , and "" stigmata "" is it .",negative
1724,"john boorman's "" zardoz "" is a goofy cinematic debacle so fundamentally misconceived and laughably executed that it takes on a bizarre enjoyment quality all its own .",negative
1725,not since the rampant bumblings of one edward d . wood jr . has a movie been so silly and so serious at the same time .,negative
1726,"of course , wood's career can be explained by two things : he had no money and he had no talent .",negative
1727,"boorman , on the other hand , cannot court such excuses to explain "" zardoz "" ( or his follow-up film , the equally awful "" exorcist ii : the heretic "" ) .",negative
1728,"boorman obviously had a sizable budget , a matinee idol movie star ( sean connery ) in the lead role , and although you wouldn't know it from this film , boorman does indeed have talent .",negative
1729,"this is the man who made the slick modern masterpiece "" deliverance "" ( 1972 ) , as well as the autobiographical world war ii drama "" hope and glory "" ( 1987 ) , the slightly over-conceived arthurian epic "" excalibur "" ( 1981 ) and the father-son jungle adventure "" the emerald forest "" ( 1985 ) .",negative
1730,"his films all show that boorman is never lacking in imagination , but sometimes that comes at the cost of coherence and taste .",negative
1731,"if boorman is anything , he's ambitious , and when he succeeds , it's in grand fashion .",negative
1732,"unfortunately , the bigger they are , the harder they fall , and when boorman falls , the resounding impact can be heard for miles around .",negative
1733,""" zardoz "" is meant to takes its place among the grandest of mystical movies , an obsession of boorman's .",negative
1734,"his screenplay tries to elicit the same mythological connotations of the arthurian legends or even "" the wizard of oz , "" a book which figures into the movie's plot .",negative
1735,"but , despite all this reaching , the resulting movie is more unintentionally funny than intentionally enigmatical or compelling .",negative
1736,"the events take place in the distant year 2293 , but there is little of the typical futuristic movie-ness to be found .",negative
1737,"in fact , things seems to have moved backwards , with people riding horses , shooting old-style guns , and living in large victorian mansions .",negative
1738,it's more middle ages than space age .,negative
1739,"the world of "" zardoz "" is divided into two distinct hemispheres : the outlands , where all the poor , pathetic people live , and the vortex , where a select group of wealthy intellectuals live in comfort and everlasting life .",negative
1740,"these immortals never grow old , they never engage in sexual activity , they possess psychological powers , and they live in a sort of quasi-utopian marxist society where everyone is equal , and everyone contributes equally to the society .",negative
1741,"however , if one breaks the rules , that person is punished by being aged so many years .",negative
1742,"if someone breaks the rules enough , he or she is aged to the point of senility , and imprisoned to an eternal existence in a geriatric home with others aged criminals .",negative
1743,"one of the immortals , arthur frayn ( niall buggy ) , a squirmy man with a mustache and goatee tattooed on his face , is charged with keeping order in the outlands and forcing the residents to farm so the immortals can be fed .",negative
1744,"like "" the wizard of oz , "" he adopts a god-like status among the people by flying in to their part of the world in a giant stone carved like a menacing head .",negative
1745,"( this flying head is one of the movie's opening images , and it's a dead giveaway of the lunacy to come . )",negative
1746,"calling himself zardoz , frayn gathers a bunch of outlanders and makes them into a group called the exterminators , whose purpose is to kill most of the other outlanders so they can't procreate and take up more resources .",negative
1747,"from inside his giant , stone head , zardoz bellows seriously laugh-inducting statements like , "" the gun is good .",negative
1748,"the penis is evil . """,negative
1749,that line alone is worth the movie's cult following .,negative
1750,"one day , an exterminator named zed ( sean connery ) , sneaks into zardoz's flying stone , pushes frayn out , and goes back to the vortex .",negative
1751,"once there , the immortals label him a "" brutal "" and study him like a lab rat , taking great , perverse care in exploring his sexuality , which is a mystery to them .",negative
1752,"they seem especially interested in his ability to gain an erection , and there is one downright hilarious sequence where a bunch of scantily-clad female scientists show zed erotic footage on a video screen in an attempt to determine what gets him worked up .",negative
1753,"i say "" hilarious "" because that is exactly what "" zardoz "" is .",negative
1754,"it is obvious that boorman did not intend it to be so ; he made this film with the straightest of faces , although i have a hard time believing that as production moved forward , he didn't get even the slightest inkling of how patently ridiculous it was becoming .",negative
1755,"just looking at connery is enough to give one the giggles - he spends most of the film running around in a red loin cloth that resembles a diaper , a mane of hair braided halfway down his back , a wyatt earp-style handlebar mustache , and a pair of thigh-high patent leather boots that would look more appropriate on a cheap hollywood hooker .",negative
1756,"boorman made the film right after the critical and financial success of "" deliverance , "" which is the only reason i can imagine a studio would green-light this effort .",negative
1757,"he attracted some rich talent on both sides of the camera , including cinematographer geoffrey unsworth ( "" 2001 "" ) , whose striking visuals are about the only good thing in "" zardoz "" besides the inadvertent humor .",negative
1758,"sean connery had made his last james bond film in 1971 , and perhaps he was looking for a change in pace .",negative
1759,"he got exactly that in "" zardoz , "" and it's a wonder it didn't end his career .",negative
1760,i'm sure boorman intended for this movie to make some grand statements .,negative
1761,is it a treatise about the infallibility of eternal life ?,negative
1762,is it a condemnation of those who consider growing old to be a bad thing ?,negative
1763,"or is it a social statement , something about the inherent negativity of class distinctions and the violence it creates ?",negative
1764,karl marx might like it if he were more like timothy leary .,negative
1765,"come to think of it , maybe boorman made it as an extended lsd trip .",negative
1766,people high on illicit substances are the only ones i can imagine enjoying this asinine silliness as anything more than a completely unintentional comedy .,negative
1767,the kids in the hall are an acquired taste .,negative
1768,it took at least a season of watching their show on hbo before i became a believer .,negative
1769,"maybe after watching a half dozen kids in the hall movies , they would grow into the big screen .",negative
1770,"my recommendation is that , unless you are a big fan of the kids , skip the film .",negative
1771,"as it is , their first--and most likely only--attempt at a full length film lacks the qualities that made their comedy work on tv .",negative
1772,a big-budget and glossy production can not make up for a lack of spontaneity that permeates their tv show .,negative
1773,"the kids go through the motions , but you get the feeling that they arent really having fun doing so .",negative
1774,and this makes it more difficult for the audience to enjoy their antics .,negative
1775,brain candy is a bunch of skits tied together by the story of a pharmaceutical company that develops a new drug to cure depression .,negative
1776,"in typical sketch-comedy tradition , each actor plays several roles .",negative
1777,doctor cooper ( kevin mcdonald ) and his team create the drug .,negative
1778,"then , under pressure from don roritor ( mark mckinney ) , founder and president of roritor pharmaceuticals , dr . cooper releases the drug into the marketplace .",negative
1779,the ensuing distribution of the new happy pill throughout the populace drives the rest of the film .,negative
1780,"at about 90 minutes , brain candy still seems long .",negative
1781,"the best thing about sketch comedy--and the kids are no exception--is the ability to quickly deliver the laughs , then go on to another quick skit .",negative
1782,"but with the additional set-up necessary in telling a longer , coherent story , the laughs just dont come fast enough .",negative
1783,"strangely , the show is even more tame than it was when on cable tv .",negative
1784,the movie makes several attempts at risqueness--mostly by pointing up the gayness of one of scott thompsons characters--but they seem almost forced ; as if they have to live up to a pg rating .,negative
1785,"one of the best bits , though , does make use of thompsons naked buttocks ; we see him charging into battle--going to have sex with some guys taking a shower .",negative
1786,"in the classic of this genre , monty python pulled off this delicate balancing act between plot advancement and punchline delivery for most of the holy grail .",negative
1787,"the kids , unfortunately , are not up to the task .",negative
1788,"there are some amusing moments , to be sure , but not enough to make the experience an enjoyable one .",negative
1789,there was a time when john carpenter was a great horror director .,negative
1790,"of course , his best film was 1978's masterpiece , "" halloween , "" but he also made 1980's "" the fog , "" and 1987's underrated , "" prince of darkness . """,negative
1791,"heck , he even made a good film in 1995 , with "" in the mouth of madness . """,negative
1792,"but something terribly wrong happened to him in 1992 , with the terrible comedy , "" memoirs of an invisible man . """,negative
