Document_ID,Review,Sentiment
6856,"problem is that the mummy wants to revive his mistress , using evelyn as a sacrifice . . .",positive
6857,"walking in with relatively low expectations , i thought this movie was actually pretty good .",positive
6858,"the visuals and cgi are astounding , and obviously not cheaply done at all .",positive
6859,"they pack a ton of detail into the images , especially during scenes involving mummies rendered completely by cgi .",positive
6860,"the computer special effects makes for some brilliant scenes , such as unnerving moments involving flesh-eating scarab beetles and moments where the mummy goes after the people who freed him ( after all , those who took his artifacts are cursed ) .",positive
6861,"unfortunately , the film attempts to be way too much in such a short span of time , becoming a tug of war for control between genres .",positive
6862,"on one hand , it is a fast paced action film .",positive
6863,"on the other , it's a frightening horror film .",positive
6864,"and on the side , it's a hilarious comedy .",positive
6865,"ideally , for it to be successful , the film would have to focus on one the more action oriented aspect , with one character serving as the comic relief ( that would be johnson ) .",positive
6866,"the problem with this film is that it has at least three characters serving as comic relief , with rick occasionally delivering his witty one-liner .",positive
6867,"if they were trying to make a horror-action-comedy , it would have helped if it were established early on in the film , but unfortunately , with the backstory of imhotep's entombment , that would be impossible .",positive
6868,and then there's the slapstick fight scene between a sword-wielding rick and an army of mummies .,positive
6869,"while really well done , it had the feel of slapstick comedy .",positive
6870,replace the sword with a chainsaw and you'd effectively have ash fighting zombies in army of darkness .,positive
6871,"while entertaining and funny , it feels really out of place .",positive
6872,but at least it's a break from the naive heroes that brendan fraser has been playing a lot of .,positive
6873,"on the whole , the movie is pure popcorn fare from beginning to end , entertaining the audience .",positive
6874,but i must end my review with a plea to movie theatre owners . . . turn,positive
6875,the sound down !,positive
6876,"while a lot of theatres have good sound systems , my ears were almost ringing as i walked out of the theatre ( the sound is particularly irritating and will make you crap your pants if you're not careful ) .",positive
6877,"when they were showing the trailer for the upcoming schwarzenegger film , "" end of days "" , it was so loud i couldn't make anything out .",positive
6878,"on re-watching italian writer/director dario argento's much lauded murder mystery tenebrae , i was struck more than anything else by how many sins he commits as a storyteller and manages to get away with .",positive
6879,"in emphasising style over matters of plot argento is somewhat notorious in cult film circles , but some aficionados still praise tenebrae as the greatest of his "" giallo "" murder mysteries .",positive
6880,"while it's certainly not perfect , repeated viewings reveal it to be nonetheless a densely plotted and terrifically stylish thriller .",positive
6881,"the story follows a promotional visit to rome by famous american mystery novelist peter neal ( anthony franciosa ) where he discovers that a serial killer is on the loose inspired by his latest book "" tenebrae "" .",positive
6882,"with the police on his back for leads , he decides to take a personal interest in the case and he soon becomes drawn into a mystery where all is not as it seems .",positive
6883,the film benefits enormously from a fine central performance by franciosa .,positive
6884,"he brings grace , charm and a deceptive benigness to his character which provides an interesting foil to both the violence of the books he writes and the unfolding real-life horror around him .",positive
6885,the film is awash with a fascinating psychosexual tension .,positive
6886,"argento peels back the facade of showbiz and jetset lifestyles to reveal an amoral , ambivalent , shadowy world where desire in all its forms has become a dangerous business .",positive
6887,tenebrae is perhaps the most multi-layered of argento's scripts to date and there is much bubbling underneath the surface here .,positive
6888,it may take at least two or three viewings to appreciate all the psychological themes at play .,positive
6889,in that respect it strongly recalls his previous giallo deep red/profondo rosso ( the full-length italian language version ) and fans will enjoy spotting the recurring themes .,positive
6890,"needless to say for argento fans , there is no denying the director's brilliance as a stylist .",positive
6891,many of the action and murder sequences are directed with his characteristic finesse and feature plenty of intriguing camerawork .,positive
6892,"they are all the more impressive for the fact that in this film argento creates mood by filling his scenes with light , rather than the dark shadows and deep rich colours of earlier works like deep red and suspiria .",positive
6893,"instead , tenebrae's set design and lighting paints a sleek , clinical , chilly vision of a vaguely futuristic urban world .",positive
6894,and the soundtrack's mix of electronic atmospheres and gothic rock by frequent argento collaborators goblin is the perfect accompaniment .,positive
6895,"so tenebrae has much to recommend it , no question .",positive
6896,"still , constantly nagging at the back of this viewers mind is several lumps in the narrative .",positive
6897,"some critics argue that logic doesn't matter in argento films , but damnit , it matters in all films to the point where viewers don't deserve to feel cheated .",positive
6898,"by the way , if you don't want to know the solution to the mystery then skip the next three paragraphs .",positive
6899,"about an hour into tenebrae the story takes an unexpected twist which , properly handled , could have proved ingenious .",positive
6900,"we witness the murder of the serial killer himself by a man who , we later discover , is none other than the author peter neal .",positive
6901,"he is insane , apparently .",positive
6902,the murders then continue for the remainder of the film as neal decides it's time to settle some personal business involving his neurotic wife .,positive
6903,"he is finally revealed to us as this "" second killer "" in the film's bloody climax .",positive
6904,"but argento muffs the twist , both technically and narratively .",positive
6905,"you see , we are supposed to be tricked into thinking that during this scene peter neal is actually an innocent witness who was crouching in the bushes nearby the whole time and spying on the killer's house .",positive
6906,"but thanks to poor editing , its had to believe neal could have murdered the killer anyway .",positive
6907,bad cutting puts the timing way out .,positive
6908,"in other words , he's almost in two places at once .",positive
6909,during this crucial scene we are also thrown a ridiculous red herring .,positive
6910,by the film's end you realise that for the sake of an alibi neal must have self-inflicted a nasty injury in this earlier scene to make it look like he was attacked by a fleeing assailant .,positive
6911,the injury ?,positive
6912,he banged himself on the head with a bloody great rock !,positive
6913,"thus , the revelation of the "" hero "" as a killer ( and anti-hero ) in the final scenes may still prove shocking , but its all somewhat implausible by the time the end credits have rolled .",positive
6914,"helpfully , in the end we do learn that the bizarre flashbacks of personal humiliation and murder that have permeated the film belonged to neal all along .",positive
6915,"but there too is a problem , as the explanations offered for his motivations are psychologically fuzzy to say the least .",positive
6916,"the story owes us a better understanding of franciosa's mind , his concealed madness and his sudden murderous rampage .",positive
6917,tenebrae is also marred by annoying little inconsistencies .,positive
6918,"for instance , a teenage boy and girl leave a hotel room and minutes later we see the girl riding off on the back of a motorbike .",positive
6919,"we would assume the rider is the same boy , but it turns out to be some male character we aren't even introduced too !",positive
6920,"that's careless filmmaking , pure and simple .",positive
6921,"why , you may ask , do i go on about the story's flaws ?",positive
6922,"because when it comes to visuals and set pieces , argento is one of the most exciting filmmakers in the world .",positive
6923,take one of the extended scenes in tenebrae .,positive
6924,an upset girl wandering the streets at night needlessly taunts a guard dog to the point where - almost unbelievably - it jumps a high fence and chases her across town .,positive
6925,"finally , as she desperately seeks escape from this crazed canine , she accidentally stumbles on the serial killer's lair .",positive
6926,"it's an absolutely masterful sequence , tense and exciting , and communicating a wealth of information through visuals alone .",positive
6927,and that's exactly the kind of thing that makes the flaws so frustrating .,positive
6928,"too often , it seems , argento's films as a whole are less than the sum of their impressive parts .",positive
6929,"mind you , if you love murder mysteries then tenebrae is still worth a look .",positive
6930,and if you're a fan of argento's unique style of giallo thriller then it's essential .,positive
6931,see the uncut widescreen version if you can and drink in some of the wonderful cinematography by luciano tovoli .,positive
6932,"it's a stylish , great-looking and quirky film despite the problem narrative .",positive
6933,"a shame , because it doesn't have to be that way .",positive
6934,"take argento's more recent stendhal syndrome ( 1992 ) , where with the aid of co-writer franco ferrini he fashioned a solid storyline without sacrificing any of his surreal weirdness or visual panache .",positive
6935,"proof that he can do it , if he tries . . .",positive
6936,"as any sociologist will attest , your childhood and the types of parents that you have will heavily influence your happiness as an adult .",positive
6937,parents that are supportive and environments that are nurturing will yield children who will embrace the values and norms that can allow them to live healthy and productive lives .,positive
6938,"but if your upbringing is marred with violence , hate and dysfunctionality , then your journey towards a happy adulthood will be saddled with psychological obstacles almost too great to overcome .",positive
6939,`affliction' explores how a man never truly escapes the grip of an unforgivingly nightmarish childhood .,positive
6940,the man in question is wade whitehouse ( nick nolte ) .,positive
6941,here is a man who is like any other citizen on the surface .,positive
6942,he is a productive member of the community and goes about his daily routine much like you and me .,positive
6943,"but as you scratch beneath the surface , something scary and evil begins to rear its ugly head .",positive
6944,we see that he is a mean-tempered person .,positive
6945,"he has a hard time taking control of his emotions , which usually gets the better of him .",positive
6946,"he is quick to apologize for his actions and wants to be a gentle person , but something is sparking a tendency towards violence .",positive
6947,he also has tremendous problems with relationships .,positive
6948,he is divorced and his only connection to love is his daughter .,positive
6949,but his bearish persona and stature alienates her .,positive
6950,he is visibly shaken by her rejection even though she says that she loves him .,positive
6951,his demeanor also puts his relationship with a local townsgirl ( sissy spacek ) at risk .,positive
6952,"she tries to remain true to him and supportive , but for women unlucky enough to attach themselves to this kind of person , relationships will ultimately end like sentences ending with an exclamation point .",positive
6953,"finally , he is spiteful and vindictive .",positive
6954,"as a rejected father , he initiates a custody battle that seems hopeless .",positive
6955,"as the town's only police officer , he issues a speeding ticket to a man whose father has just died .",positive
6956,we can see that this is a man that is both afflicted and living with pain .,positive
6957,he is a prisoner and a slave to it .,positive
6958,he is moving towards a level of madness and insanity that defies comprehension .,positive
6959,what kind of force can move a man to the edge of his emotions and beyond the reach of people who genuinely care for him ?,positive
6960,we learn that the answer is his father ( james coburn ) .,positive
6961,this is the kind of father that every son would be ashamed to have and that any woman would be afraid to meet .,positive
6962,he is an overbearingly misogynistic and frequent drunk who rules with an iron fist .,positive
6963,we see his tyrannical behavior through flashbacks .,positive
6964,"to heighten the father's churlishness , the flashbacks are shown as home video footage taken by a very frightened person .",positive
6965,very effective .,positive
6966,"today , wade's dad is quite elderly , but still manages to instill fear into a grown man .",positive
6967,"the influence that the father possesses is inescapable , and its unsavory effect clamps down hard on the tortured wade .",positive
6968,the result is every son's nightmare ? becoming like the father that one has always dreaded to be .,positive
6969,"this is a terrifically presented piece of psychological drama , and nolte turns in a strong performance as a man whose pain seems to become a detriment as well as a necessity .",positive
6970,he's a hulking person who is still reduced to whimpers when in the presence of his father .,positive
6971,coburn displays heft as the bitter dad .,positive
6972,"but , it's most certainly not saturday-night-friendly fare .",positive
6973,there's nothing light or fluffy about this film .,positive
6974,that may turn many moviegoers away .,positive
6975,but it's certainly worth noting that this is a well-acted drama showcasing nolte's and coburn's raw acting talents .,positive
6976,is evil dead ii a bad movie ?,positive
6977,"it's full of terrible acting , pointless violence , and plot holes yet it remains a cult classic nearly fifteen years after its release .",positive
6978,explaining why this movie stands out from others with similar plots ( including the original evil dead ) is extremely difficult .,positive
6979,`well what's it about ? ',positive
6980,"`five people stranded in a log cabin in the middle of nowhere struggling to survive vicious attacks from a variety of ugly , hairy , wart covered monsters . '",positive
6981,`come on i saw a movie just like that on monster vision last week .,positive
6982,why should i see it again ? ',positive
6983,"`no evil dead ii is different , it's funny . '",positive
6984,`it's funny to see people die ?,positive
6985,are you sick or something ? ',positive
6986,maybe i am and maybe director sam raimi is as well to create such an enigma of a movie .,positive
6987,"his unique execution is as sarcastic as subtle , as disturbing as it is hilarious .",positive
6988,an example of raimi's odd approach : a monster ( formerly protagonist ash's girlfriend of all people ) is cut in half by a chainsaw and a tidal wave of blood comes from the open wound .,positive
6989,"sure it's over-the-top , but it is so over-the-top that it is laugh out loud funny ; just try watching ash with a straight face as he unexpectedly is showered with ten gallons of blood , staining his face and knocking him back a few feet .",positive
6990,"the whole movie is like this , watch ash get beat up , watch ash defeat the monster , watch ash get beat up again by another even zanier monster .",positive
6991,"the more repetitive and unrealistic the movie gets , the more amusing it becomes .",positive
6992,"no matter how sick it may sound , it is funny to watch bruce ampbell's ash get his butt kicked every five minutes .",positive
6993,"and raimi takes advantage , he has ash tormented by the head of his girlfriend , by the body of an old lady , even by his own right hand .",positive
6994,"like the less superior idle hands , we watch ash uncontrollably hit himself over and over again until he is forced to cut off his own body part .",positive
6995,"but it doesn't end , ash now has to fight his severed hand which now moves with the same celerity as thing from the addams family .",positive
6996,"all of these events , thrown at you from minute one with roller coaster- like camera movements , at first become shocking , then inexplicably funny .",positive
6997,"raimi expects the audience to laugh and as the film progresses , he seems to be enjoying himself even more by borrowing the classic mirror scene from the marx brothers' duck soup , then bringing more characters into the picture to comically kill them off .",positive
6998,"with a running time of less than an hour and a half , raimi gets away with the impossible , making a horror film with more gore than plot and intentionally more laughs than scares .",positive
6999,"ending evil dead ii with an opening for the third film in the series , raimi obviously had a lot of fun making this movie and couldn't wait to make it's sequel .",positive
7000,"it's rather strange too have two computer animated talking ant movies come out in a single year , but that is what disney and pixar animation ; s latest film represents .",positive
7001,"while a bugs life isn't nearly as deep as it's predecessor , dreamwork's antz , it is just as funny .",positive
7002,"a bug's life centers , appropriately , around the life of an ant , named flik .",positive
7003,"flik , cutely voiced by newsradio's david foley , hates sticking too tradition and attempts too find new ways of harvesting food and other task .",positive
7004,"when one of his inventions causes the offering too be completely lost , the leaders of the colony send him out on a mission too get him out of the way .",positive
7005,the offering is food that a vile group of grasshoppers force the ants too harvest for them .,positive
7006,"the leader of the grasshoppers is hopper , who is fiendishly voiced by oscar winner kevin spacey .",positive
7007,when the offering is lost hopper is very upset and he vows to return shortly too retrieve double the amount of food .,positive
7008,"when the leaders of the ant colony send flik out on his mission , they never dream he will be successful , they just hope they can get him out of the way so they can harvest the extra food .",positive
7009,flik's mission is too hire some warrior bugs too fight off the grasshoppers when they return .,positive
7010,"instead flik accidentally hires circus performing bugs , who he mistakenly assumes are warriors .",positive
7011,"when he returns with the `warriors' , the town is ecstatic until they find out the truth about their heroes .",positive
7012,a bug's life has animation that is simply stunning .,positive
7013,the sheer uniqueness of the day to day bug life is very imaginative .,positive
7014,"together with the great voice acting , this film is the perfect holiday family film .",positive
7015,"its main weakness is that it couldn't beat antz to the theaters , making it seem like stale material .",positive
7016,"not since oliver stone's natural born killers has there been a movie this incendiary , and not since david cronenberg has a so-called mainstream director been this willing to repeatedly tiptoe the fine line between pointed social commentary and outright social irresponsibility .",positive
7017,"while fincher's films have never suffered from a lack of shock value ( his major character killings in both alien 3 and seven are fine examples ) , fight club marks the distillation of his pitch-black comedic sensibility ( see 1997's the game ) into something like a definitive statement .",positive
7018,"jack ( norton , acting as both narrator and protagonist ) is your typical cubicle clone , whose disillusionment is amplified by a seemingly incurable insomnia .",positive
7019,"on the offhand advice of a doctor , he sits in on group-therapy sessions for everything from blood parasites to testicular cancer .",positive
7020,"here he meets bob ( marvin lee aday , aka meat loaf ) , a cancer-emasculated eunuch with profound gynecomastia .",positive
7021,"strangely , the release he finds while sobbing on bob's breasts allows him to sleep at night , at least until a fellow group-therapy "" tourist "" named marla singer ( carter ) comes along to ruin things for him , forcing a grudging compromise that recalls monty python in its dark hilarity .",positive
7022,"later , he meets tyler durden ( pitt ) , a soap salesman with a decidedly subversive outlook on life .",positive
7023,"one night , after his ikea- furnished condo explodes ( don't ask-- you'll just have to see the movie , awright ? ) , he is goaded by tyler into a fight , and damned if it doesn't feel good .",positive
7024,"it is pure , raw existence , a brief moment of clarity and purpose that makes his dreary workaday life pale in comparison .",positive
7025,"he moves into tyler's squalid abandoned mansion , and they form the titular organization , an underground therapy group where men bond with bare-knuckle savagery and very few rules , the first two of which are "" don't talk about fight club . """,positive
7026,"armed with charisma and an attractive anti-corporate philosophy , tyler assumes leadership of the burgeoning membership of white-collar slaves and dead-end mcemployees .",positive
7027,"resentment creeps into jack's heart , made worse by the fact that tyler is also regularly and noisily boffing the hated marla .",positive
7028,"funded by a frivolous lawsuit , tyler begins molding his devotees into an army dedicated to mischief and mayhem .",positive
7029,"their initially juvenile pranks ( like pissing in food and putting spike belts on roads ) quickly evolve into something more like sedition , and jack fears that things have gone sour .",positive
7030,"it is after this point , when you are plenty uncomfortable and wondering just how far fincher will go to say something original , that the film uncorks a disappointing plot twist .",positive
7031,it is so contrived-- and so conventional compared to what precedes it-- that everything which follows ( including the ending ) becomes far less interesting .,positive
7032,"it's a major ( though not fatal ) flaw , and for a director as notoriously unpredictable as fincher , it feels like a cop-out .",positive
7033,fight club is going to be misconstrued by a great many people .,positive
7034,"in the early going , it has a downright dangerous feel ; it seems to be saying that violence and civil disobedience are good for the soul , and this is undoubtedly the message that a few moronic punks are going to take from it .",positive
7035,"i'll be mightily surprised if imitation fight clubs don't spring up here and there , and i'll be even more amazed if fincher isn't vilified for it by the same humorless witch-hunters that are currently after oliver stone .",positive
7036,"they needn't bother , because fight club is less a message movie than fincher's elaborate attempt at a joke .",positive
7037,"tyler durden , for all his dionysian allure , is really nothing more than the logical ( and far less hypocritical ) extrapolation of all those self-help gurus who constantly show up on oprah to preach their me-first gospel of self-actualization .",positive
7038,"in this context , the joke works , but like the latest columbine joke , some people will get it and enjoy a good laugh , and others won't .",positive
7039,"hopefully , though , their silly moral outrage won't spoil the joke for the rest of us .",positive
7040,plot : a bunch of bad guys dressed up as elvis impersonators rob a vegas casino during a presley convention .,positive
7041,"the boys eventually get together to split the money , but as plans change , double-crosses occur , dealing and wheeling goes down and the crew set up for the road .",positive
7042,"who's on the up and up , who's the real bad guy and who's gonna get to bang courteney cox are just a few of the questions which will be answered by the rest of this movie .",positive
7043,critique : the funnest movie that i've seen so far this year !,positive
7044,"it's got style , it's got tough guys talkin' shite and it's got plenty of bullets to go around .",positive
7045,a definite hunk-a-hunk-a burnin' adventure !,positive
7046,"a guy's guy movie through and through , and one that'll set your jollies to high if you dig on the rough stuff .",positive
7047,"it's not very original , it goes on for a little too long , but costner and russell make it happen , as two shite-kickin' elvis lovers , who don't stop till they , more or less , drop .",positive
7048,"this movie's got some pretty intensive shoot-out scenes , one of the coolest robbery scenarios that i've ever witnessed , featuring several elvises with guns a blazin' and the king's music playing in the background , and a decent helping of double-crosses , sharp dialogue and funny moments .",positive
7049,"in fact , even though the cast is filled with many name actors ( b-actors as they might be for the most part ) , most of them do their bit and succeed well in passing the torch onto the next victim .",positive
7050,"but the true glue that holds this film together , other than the spirit of elvis himself , is costner and russell , who play their badass characters to the t . sure , russell's been down this road before , but costner surprised me with his nastiness .",positive
7051,"i guess he's pissed at all the box-office bombs that he's been in of late , but he sure played a great unstable elvis impersonating robber here .",positive
7052,"in the end , the bottom line with this movie is having fun , kickin' ass and making sure there's enough bubblegum around to chew afterwards .",positive
7053,"and smoke 'em if you got 'em , folks !",positive
7054,"there is also this one really great show-down scene between costner and a cop , that'll have you crackin' up and lovin' it all at the same time .",positive
7055,the violent scenes in this movie are violent and the entire film is wrapped in a soundtrack that'll kick your arse from this end of the theatre to the next .,positive
7056,"it should actually come to no surprise to anyone that the director of this movie comes from a music video background , with plenty , and i mean plenty , of camera tricks , cuts and edits , but for this kind of flick , it actually works .",positive
7057,"the film is not perfect though , it starts off with a pretty big bang , but then pulls a way of the gun on us , and slows the pace down somewhat in the middle , while characters intermingle and disperse .",positive
7058,"i was personally kept in the game despite some soft spots , and enjoyed the overall ride for what it was as well .",positive
7059,and did i mention that courteney cox looked mega-hot in the movie ?,positive
7060,"no . . . okay ,",positive
7061,well i just did !,positive
7062,"i coulda done without her whole "" romance "" angle , but to be honest , it doesn't take up much of the film , which is generally covered in blood , explosions , guts and elvis nods .",positive
7063,"try to see how many "" inside "" connections to the king you can guess .",positive
7064,"of course , it's no secret that i am quite a big elvis fan myself so please take this whole review with that grain of salt in mind .",positive
7065,"i also like these types of "" guy "" movies a lot , and even though the film doesn't bring much originality to the table , it does offer a pretty coherent story , some nice twists and turns , humor and a big ol' helping of whoop-ass coming straight from costner and russell's respective boots .",positive
7066,"probably not a film for everyone , but definitely for those who enjoy the guns , the charismatic bad guys and a fun , if entirely disposable , adventure .",positive
7067,now see how many elvis songs i've used to pun my way through this phony review below .,positive
7068,the elvis songs also recommend this movie !,positive
7069,"so whether you're lonesome tonight or any other night , remember to pack the teddy bear with bullets , leave your little sister at home , bring your bossa nova baby and rock out of that jailhouse , cause this movie ain't one to return to the sender .",positive
7070,"i really beg of you , whether you're stuck in the ghetto or crying in the chapel , to slap this cinematic ring around your neck and love it tender .",positive
7071,"and no suspicious minds either , folks , cause i got stung by this movie , i mean it really shook me up , and unless you're the devil in disguise himself , i think you won't be able to help falling in love with this lucky charm either .",positive
7072,"so don't be cruel , don't turn away , don't curl up with your latest flame tonite ( whether she be a hard-headed woman or not ) and surrender to the hound dog of movies that is this film .",positive
7073,"it's now or never , folks .",positive
7074,"trust me , i did it my way and the heartbreak hotel of crappy movies that i'd seen so far this year is far behind me .",positive
7075,joblo has now officially left the sanity of his mind and this building .,positive
7076,thank you . . . thank,positive
7077,you very much ! !,positive
7078,where's joblo coming from ?,positive
7079,get carter ( 7/10 ) - heat ( 8/10 ) - honeymoon in vegas ( 9/10 ) - payback ( 8/10 ) - reindeer games ( 5/10 ) -reservoir dogs ( 9/10 ) - way of the gun ( 6/10 ),positive
7080,">from the commercials , this looks like a mild-mannered neil simonesque tale with mary tyler moore baring her bra touted as the highlight .",positive
7081,instead it turns out to be a hilarious film running in high gear from beginning to end .,positive
7082,the concept is deceptively pedestrian .,positive
7083,an adult adopted son is looking for his biological parents and encounters eccentric characters along the way .,positive
7084,the movie demonstrates just how far a good script and actors can take a mundane idea .,positive
7085,the son and his wife take off on the search accompanied by a woman from the agency who located his parents .,positive
7086,"following one dead end lead after another , each funnier than the previous , they eventually end up in new mexico with his real biological parents : alan alda and lily tomlin .",positive
7087,it's difficult to condense the mile-a-minute plot .,positive
7088,seemingly hundreds of scenes jump on top of each other without giving you a chance to recover from the last one .,positive
7089,"without giving too much away , one of the better episodes involves a gay federal alcohol , tobacco and firearms agent attempting an arrest while tripping on lsd as his bi-sexual partner is upstairs licking the armpit of a woman while her husband is in the next room seducing their traveling companion .",positive
7090,"and it's all done in a fairly clean , almost ( well , maybe not exactly ) family fare manner .",positive
7091,"a grand cast ( tomlin , alda , moore , ben stiller , patricia arquette , tea leoni , george segal ) interacts in a seamless parade of laughs .",positive
7092,"drawing from a more hyper woody allen style , the film succeeds beyond expectations .",positive
7093,i'm not quite sure how best to go about writing this review .,positive
7094,"i must admit that i was a little disappointed by barry levinson's political satire "" wag the dog , "" but in retrospect , this has less to do with the film itself than with false expectations i had going into it .",positive
7095,"quite a few of the reviews i have read led me to believe that this film was absolutely hilarious and would make me laugh out loud the whole way through , and it didn't do that .",positive
7096,"they also led me to believe that it would deliver a vicious and all-too-true attack on the way the american political media works , and it didn't quite do that either .",positive
7097,"a few of them even suggested that it would prove a worthy successor to stanley kubrick's "" dr .",positive
7098,"strangelove "" in the tradition of political black comedy , and it most definitely didn't do that .",positive
7099,"that said , "" wag the dog "" is actually a very clever satire on the shady manipulations of political figures and those who assist them .",positive
7100,"the story revolves around the attempts of political spin doctor conread brean ( robert deniro ) to distract the american public from the accusations that the president , who is up for re-election in two weeks , sexually harassed a young girl in the oval office .",positive
7101,"the accusations , the script suggests , are probably untrue , but as brean so pointedly puts it , that isn't particularly relevant : the scandal is likely to derail the president's campaign regardless of its truth or falsehood .",positive
7102,"brean , along with his assistant ( anne heche ) , decide to contact hollywood producer stanley motss ( dustin hoffman ) to enlist his help in concocting enough propaganda and special-effects trickery to make it appear that the u . s . is going to war with albanian terrorists and thus propel the president to victory on a wave of patriotic fervor .",positive
7103,"as i said , "" wag the dog "" is not quite as laugh-out-loud hilarious as i had expected , but there are some genuinely funny moments to be found here , such as when , in an echo of a familiar movie clich ? , the camera pans out over an urban sunset to the strains of uplifting , inspirational music , then cuts to a studio to reveal that the singing is coming from a group of musicians whom motss has assembled to perform "" we have the right to fight for democracy . """,positive
7104,"another scene shows us how , with modern editing equipment , an actress running across a sound stage with a bag of potato chips can be turned into a frightened young girl and her kitten fleeing a terrorist attack on her village .",positive
7105,the most consistently effective gag revolves around the propaganda team's attempt to forge a fictional war hero out of sgt .,positive
7106,"william "" old shoe "" schumann ( woody harrelson ) , an ex-military officer who turns out to be a first-class psycho .",positive
7107,"of course , not everything goes as planned ; the cia , for example , realizes what's going on and strikes a deal with the president's electoral opponent to report to the media that the "" fighting "" has ended , forcing motss and brean to come up with a new angle on the supposed albanian crisis .",positive
7108,"still , even with the cia's involvement , the film falls a little short in terms of making this scenario believable .",positive
7109,"regardless of the official word from the president or the cia , wouldn't the major media outlets have eastern european correspondents who could verify that there is , in fact , no fighting going on in albania ?",positive
7110,"the film never addresses this question , nor does it show the reactions of the american public to the news of the apparent war except for a few scenes which border on the farcical , such as when basketball fans litter the court with shoes in support of the aforementioned sgt .",positive
7111,schumann ; we are apparently meant to assume that everyone is buying it .,positive
7112,"there was also an instance , towards the end of the film , in which one of motss's forced reinventions of the story seems to contradict what he and brean had been selling to the public thus far and could conceivably have given the game away .",positive
7113,"with these plot holes , "" wag the dog "" doesn't quite work as a satire of american politics , but it does send up the mentality that might lead to these kinds of machinations in the first place .",positive
7114,"brean and his advisors never seem concerned that what they are doing is unethical ; rather , they worry about how convincing it will be and whether or not they have enough money to pull it off .",positive
7115,"the film takes a decidely dark turn towards the end , as we learn how far they are willing to go in order to keep the propaganda campaign a secret .",positive
7116,"motss and his hollywood buddies , meanwhile , seem completely out of touch with the rest of the world and just see this undertaking as another creative project .",positive
7117,"in fact , one of the sources of conflict in the film is motss's increasing restlessness with the idea of not being able to take credit for producing the fake war ; in his mind , it is the greatest work of art he has ever created .",positive
7118,"i think it's fair to say that "" wag the dog "" underachieves a little bit : more attention to the public reaction and tighter plotting might have made this into a four-star film and a classic satire .",positive
7119,"still , the issue of an american president using war and patriotism to distract from scandals or domestic unpopularity is a very real one .",positive
7120,"wag the dog takes the issue one step further and asks , what if the war wasn't even real ?",positive
7121,"with this premise and the talented cast , the film still delivers more consistently than most , whatever its flaws .",positive
7122,the sheer horrific audacity of the nazi plan to exterminate the jews of europe is almost incomprehensible .,positive
7123,"people may make documentaries about it for another hundred years and still not understand the organized , methodical hatred .",positive
7124,"five concentration camp survivors from the last days of world war ii tell their stories in the last days , the first documentary from steven spielberg's survivors of the shoah visual history foundation .",positive
7125,the five interviewees are linked by their hungarian ancestry .,positive
7126,"as the introduction explains , even as germany started to lose the war , the nazis stepped up their extermination of the jews in europe .",positive
7127,"in 1944 , hungary had the last big population of jews within germany's reach , and they became the last target of hitler's "" final solution . """,positive
7128,each of the five tells his or her story .,positive
7129,"their stories are intercut chronologically , starting from normal life in pre-war hungary .",positive
7130,"they recall the nazi invasion of hungary , being sent to "" work "" camps and their realization that they were actually in death camps .",positive
7131,"they recall their horrible , precarious lives in auschwitz and buchenwald ; the deaths of their family and friends ; their loss of hope .",positive
7132,"each recalls his or her unfathomable , eventual liberation .",positive
7133,"and finally , the last days shows their cathartic , pained , modern-day return to their old homes and the camps .",positive
7134,"needless to say , their stories are horrifying , amazing , and emotionally draining .",positive
7135,"by themselves , the stories would be forceful testaments , but by cutting them in parallel , their impact is multiplied by five .",positive
7136,"the last days is a talking-heads style documentary -- it's mostly pictures of people telling their stories , intercut with period photographs and newsreel footage .",positive
7137,"in this kind of movie it's almost impossible to get archival pictures from the same time and place being discussed on-screen , but director james moll made a better effort than most at finding specific , or at least relevant , images to go with his subjects' narration .",positive
7138,the liner notes ( one of the many nice features of this dvd ) indicate that there is some never-before-seen historical footage in the last days .,positive
7139,it's not clear which scene it is .,positive
7140,"it could be one of two that i hadn't seen before , both powerful .",positive
7141,"one is rare color footage , shot by an american , of piles of victims in cattle cars .",positive
7142,"there is something jarring , something unsettling about seeing the pictures in color , when so much of the footage from world war ii is in black and white .",positive
7143,another segment shows walking skeletons ; survivors who are so starved that they hardly look human anymore .,positive
7144,there has been a glut of holocaust movies and i was skeptical that a new documentary would have anything new to say .,positive
7145,"but by focusing on hungarian jews during the last days of the war , moll told a specific part of the story in a new way , in greater detail .",positive
7146,and i'm glad he did because his careful filmmaking stands up well compared to other movies on the same subject .,positive
7147,the transfer to dvd is rich and beautiful .,positive
7148,"x-mozilla-status : 0009f words for a holocaust documentary , but some of the interviews take place in europe in late spring , when skies are blue and trees are green .",positive
7149,"also , the movie was shot on 35mm film ( and not video ! ) ,",positive
7150,so the richness and detail are impeccable .,positive
7151,the dvd's features are plentiful and well-chosen .,positive
7152,"there is a theatrical trailer for the movie , which is a great introduction to the subject matter .",positive
7153,"there are about fifty still photos , both from the production crew and from the private collections of the survivors .",positive
7154,"also , the disc has two complete versions of the movie ( widescreen and full screen ) , both on the same side .",positive
7155,one of the more interesting dvd features is an outtake segment for each of the survivors ( plus one for the crew ) .,positive
7156,"you'd think outtakes would be inappropriate in a holocaust documentary , but they're not bloopers .",positive
